epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,302.706,2.1347,2.91764,2.1927,0.01461,0.69697,0.07416,0.01992,1.92258,3.36147,2.02063,0.0015248,0.0015248,0.0015248
26,314.822,2.13266,2.92612,2.20122,0.07217,0.54545,0.08864,0.02722,1.83473,2.83259,1.94643,0.001505,0.001505,0.001505
27,326.929,2.09734,3.03016,2.13634,0.06779,0.42424,0.08421,0.02671,1.89167,2.64363,1.9771,0.0014852,0.0014852,0.0014852
28,339.056,2.12489,2.90419,2.14053,0.04068,0.18182,0.05079,0.01229,1.99297,6.98738,2.13172,0.0014654,0.0014654,0.0014654
29,351.141,2.14999,2.93113,2.20527,0.02369,0.01515,0.04004,0.01247,1.999,6.14254,2.11656,0.0014456,0.0014456,0.0014456
30,363.214,2.12457,2.89007,2.15298,0.05458,0.43939,0.07437,0.02243,1.98063,2.74913,2.02334,0.0014258,0.0014258,0.0014258
31,375.291,2.17798,2.897,2.2286,0.08677,0.33333,0.0797,0.02608,1.87359,2.57037,1.94228,0.001406,0.001406,0.001406
32,387.375,2.08441,2.77805,2.1346,0.09653,0.45455,0.08191,0.02056,2.06145,2.52241,2.08875,0.0013862,0.0013862,0.0013862
33,399.469,2.14618,2.7995,2.14753,0.08891,0.37879,0.09246,0.02445,1.91103,2.9179,1.99519,0.0013664,0.0013664,0.0013664
34,411.604,2.09629,2.78903,2.14169,0.0723,0.5,0.1176,0.03179,1.90521,2.92462,1.98613,0.0013466,0.0013466,0.0013466
35,423.745,2.0615,2.74364,2.10961,0.09577,0.10606,0.07805,0.02463,1.86061,3.63781,1.99939,0.0013268,0.0013268,0.0013268
36,435.885,2.10822,2.78012,2.15036,0.09898,0.39394,0.09023,0.02639,1.92127,2.68216,1.95796,0.001307,0.001307,0.001307
37,447.952,2.00407,2.85422,2.048,0.07538,0.5303,0.08287,0.02342,2.0091,2.60536,2.06209,0.0012872,0.0012872,0.0012872
38,460.085,2.05467,2.68673,2.11216,0.08442,0.4697,0.11018,0.03203,1.87136,2.67257,1.97324,0.0012674,0.0012674,0.0012674
39,472.174,2.03858,2.61095,2.07365,0.06138,0.42424,0.07646,0.02037,1.91069,3.66739,1.99734,0.0012476,0.0012476,0.0012476
40,484.297,2.03046,2.76899,2.09054,0.0934,0.48485,0.10222,0.02593,1.89511,2.99587,1.99727,0.0012278,0.0012278,0.0012278
41,496.379,2.02911,2.77322,2.07269,0.13497,0.16667,0.07626,0.02159,1.9801,2.6479,2.06189,0.001208,0.001208,0.001208
42,508.506,1.99323,2.64725,2.04145,0.07038,0.34848,0.06396,0.01738,2.12259,3.03894,2.13967,0.0011882,0.0011882,0.0011882
43,520.605,2.07678,2.76281,2.1062,0.09522,0.42424,0.14689,0.04397,1.95083,2.65957,2.01446,0.0011684,0.0011684,0.0011684
44,532.732,2.00254,2.63051,2.09425,0.09636,0.5,0.10791,0.03102,1.91836,3.10203,2.01138,0.0011486,0.0011486,0.0011486
45,544.799,1.95443,2.58115,2.03231,0.19144,0.21212,0.09772,0.02695,1.93024,2.55568,2.01753,0.0011288,0.0011288,0.0011288
46,556.915,1.97376,2.64302,2.05986,0.11131,0.40423,0.10068,0.03,1.89465,2.49866,2.01457,0.001109,0.001109,0.001109
47,568.976,2.049,2.64482,2.09447,0.09113,0.5,0.12003,0.02822,1.93612,2.62639,2.02057,0.0010892,0.0010892,0.0010892
48,581.058,1.96018,2.59752,2.06219,0.07517,0.45455,0.07635,0.022,1.90468,2.5935,1.96716,0.0010694,0.0010694,0.0010694
49,593.153,2.00183,2.56604,2.10307,0.10302,0.4697,0.13438,0.04415,1.85603,2.73647,1.9172,0.0010496,0.0010496,0.0010496
50,605.194,1.95298,2.52459,2.02282,0.13909,0.16667,0.05678,0.01939,2.07516,2.57385,2.13763,0.0010298,0.0010298,0.0010298
51,617.25,1.9773,2.52733,2.01466,0.13863,0.40909,0.11204,0.03416,1.89924,2.7885,1.91553,0.00101,0.00101,0.00101
52,629.297,1.90347,2.44404,1.99017,0.18508,0.42424,0.13398,0.03817,1.86933,2.53445,1.94568,0.0009902,0.0009902,0.0009902
53,641.355,1.84104,2.57079,1.92107,0.14334,0.28788,0.10561,0.02893,1.93602,2.40799,1.99499,0.0009704,0.0009704,0.0009704
54,653.446,1.9259,2.37017,1.97389,0.17727,0.36364,0.14713,0.03975,1.89255,2.39425,1.97256,0.0009506,0.0009506,0.0009506
55,665.532,1.93541,2.42202,1.9894,0.23631,0.31882,0.17602,0.0502,1.88267,2.61273,1.94119,0.0009308,0.0009308,0.0009308
56,677.627,1.92712,2.41168,1.97641,0.1885,0.25758,0.11456,0.02576,1.92655,3.17225,1.96508,0.000911,0.000911,0.000911
57,689.721,1.87685,2.36053,1.92403,0.19031,0.28788,0.11192,0.03358,1.91012,2.57648,1.98959,0.0008912,0.0008912,0.0008912
58,701.814,1.94315,2.49328,1.98817,0.24086,0.19697,0.13404,0.03731,1.93053,2.4917,2.03882,0.0008714,0.0008714,0.0008714
59,713.915,1.88106,2.4343,1.95229,0.22738,0.25758,0.13772,0.03929,1.87763,2.35973,1.97634,0.0008516,0.0008516,0.0008516
60,726.012,1.87467,2.28986,1.93767,0.23172,0.33333,0.15554,0.04394,1.91409,2.7552,1.99723,0.0008318,0.0008318,0.0008318
61,738.067,1.82388,2.29741,1.89339,0.20799,0.25758,0.12157,0.03434,1.96719,2.32961,2.04137,0.000812,0.000812,0.000812
62,750.126,1.86596,2.21515,1.94483,0.36177,0.27487,0.20246,0.05628,1.93454,2.83939,2.02255,0.0007922,0.0007922,0.0007922
63,762.23,1.81826,2.24233,1.89227,0.3022,0.30303,0.1663,0.04198,1.99443,2.38302,2.05653,0.0007724,0.0007724,0.0007724
64,774.318,1.88672,2.34894,1.94282,0.21375,0.25758,0.12172,0.03995,1.93601,2.25397,2.01282,0.0007526,0.0007526,0.0007526
65,786.482,1.82701,2.24864,1.91943,0.25825,0.21212,0.12758,0.03701,1.96867,2.33717,2.04255,0.0007328,0.0007328,0.0007328
66,798.626,1.77931,2.26332,1.8884,0.18733,0.33333,0.16592,0.04517,1.88195,2.93483,1.91894,0.000713,0.000713,0.000713
67,810.764,1.84744,2.23441,1.9128,0.17375,0.28788,0.09875,0.03205,1.93755,2.33129,1.99611,0.0006932,0.0006932,0.0006932
68,822.921,1.83301,2.19218,1.89154,0.23665,0.30303,0.16177,0.04791,1.91773,2.26399,1.99451,0.0006734,0.0006734,0.0006734
69,835.098,1.78095,2.32217,1.83455,0.24609,0.26712,0.16483,0.05432,1.93792,2.19772,1.98536,0.0006536,0.0006536,0.0006536
70,847.279,1.88045,2.26465,1.92614,0.22318,0.24242,0.14444,0.04113,1.89604,2.20058,1.9193,0.0006338,0.0006338,0.0006338
71,859.434,1.82436,2.11162,1.90949,0.3292,0.24242,0.17819,0.05184,1.92484,2.56775,1.98656,0.000614,0.000614,0.000614
72,871.591,1.81082,2.11532,1.86097,0.17239,0.28788,0.13154,0.03938,1.89214,2.20402,1.95378,0.0005942,0.0005942,0.0005942
73,883.726,1.7851,2.1433,1.85127,0.30669,0.28788,0.19281,0.0491,1.97586,2.32583,2.0256,0.0005744,0.0005744,0.0005744
74,895.862,1.81945,2.19601,1.90243,0.25722,0.31818,0.16244,0.04597,1.93227,2.41193,1.99454,0.0005546,0.0005546,0.0005546
75,907.975,1.75457,2.07456,1.83356,0.33416,0.28788,0.16931,0.05428,1.9281,2.16941,2.00798,0.0005348,0.0005348,0.0005348
76,920.1,1.72736,2.16343,1.82648,0.29603,0.31818,0.16585,0.04899,1.89924,2.33356,1.99843,0.000515,0.000515,0.000515
77,932.281,1.74687,2.05272,1.8391,0.30793,0.31818,0.16431,0.04895,1.91871,2.34913,2.02785,0.0004952,0.0004952,0.0004952
78,944.717,1.72251,2.20745,1.80418,0.32869,0.27273,0.16938,0.04779,1.92594,2.37348,2.00627,0.0004754,0.0004754,0.0004754
79,956.817,1.70185,2.17989,1.78835,0.1781,0.31818,0.13192,0.04226,1.88463,2.30449,1.98144,0.0004556,0.0004556,0.0004556
80,968.98,1.7226,1.99519,1.80517,0.2951,0.30303,0.20408,0.05527,1.94663,2.41987,2.06119,0.0004358,0.0004358,0.0004358
81,981.173,1.73885,2.03156,1.81542,0.31535,0.30303,0.1912,0.05699,2.00756,2.15705,2.08932,0.000416,0.000416,0.000416
82,993.332,1.70118,1.99286,1.79831,0.46157,0.27273,0.25077,0.06724,1.99618,2.18617,2.10212,0.0003962,0.0003962,0.0003962
83,1005.51,1.70732,2.02371,1.82278,0.28066,0.33333,0.18724,0.05035,1.96648,2.19129,2.05933,0.0003764,0.0003764,0.0003764
84,1017.67,1.68299,1.92072,1.76897,0.32875,0.28788,0.18493,0.05507,2.01294,2.11747,2.12142,0.0003566,0.0003566,0.0003566
85,1029.81,1.74839,1.98298,1.82078,0.297,0.27273,0.16111,0.04682,2.04412,2.19226,2.17218,0.0003368,0.0003368,0.0003368
86,1041.97,1.6716,1.936,1.74081,0.31494,0.30303,0.21955,0.05125,2.00786,2.39703,2.09337,0.000317,0.000317,0.000317
87,1054.17,1.67136,1.88884,1.76355,0.31657,0.3018,0.18743,0.05267,1.99029,2.33306,2.10223,0.0002972,0.0002972,0.0002972
88,1066.33,1.68216,1.88132,1.77274,0.24336,0.27273,0.17522,0.0504,2.00193,2.24747,2.06622,0.0002774,0.0002774,0.0002774
89,1078.5,1.64359,1.84582,1.75307,0.30648,0.39394,0.19746,0.05681,2.00425,2.19969,2.09482,0.0002576,0.0002576,0.0002576
90,1090.64,1.63206,1.83715,1.74162,0.26235,0.37879,0.17607,0.04808,1.99091,2.35138,2.07417,0.0002378,0.0002378,0.0002378
91,1103.19,1.69997,1.88343,1.80864,0.29955,0.33333,0.18295,0.0494,2.05928,2.60229,2.19652,0.000218,0.000218,0.000218
92,1115.34,1.63476,1.7589,1.77008,0.27442,0.31818,0.16648,0.04626,2.04591,2.33528,2.17233,0.0001982,0.0001982,0.0001982
93,1127.45,1.63202,1.68477,1.74448,0.28416,0.25758,0.15557,0.04892,2.07864,2.22554,2.20871,0.0001784,0.0001784,0.0001784
94,1139.52,1.56739,1.70956,1.68523,0.33784,0.33333,0.20596,0.05845,2.07124,2.21052,2.22222,0.0001586,0.0001586,0.0001586
95,1151.62,1.61559,1.57161,1.74713,0.30427,0.36364,0.18656,0.05619,2.03828,2.30088,2.17835,0.0001388,0.0001388,0.0001388
96,1163.74,1.60043,1.64381,1.73121,0.29241,0.28788,0.15464,0.04798,2.04252,2.22662,2.17034,0.000119,0.000119,0.000119
97,1175.88,1.55049,1.71623,1.68504,0.24622,0.28788,0.13399,0.04191,2.01024,2.30204,2.15347,9.92e-05,9.92e-05,9.92e-05
98,1187.96,1.47986,1.59813,1.63765,0.33486,0.27273,0.16663,0.04782,2.03083,2.19866,2.18402,7.94e-05,7.94e-05,7.94e-05
99,1200.11,1.54999,1.56207,1.68208,0.27554,0.28788,0.15735,0.0431,2.03201,2.21498,2.20289,5.96e-05,5.96e-05,5.96e-05
100,1212.26,1.56366,1.53641,1.68557,0.26132,0.30019,0.14274,0.04603,2.02849,2.22318,2.19244,3.98e-05,3.98e-05,3.98e-05
