epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,555.587,1.90196,2.32866,1.97565,0.24452,0.25806,0.19149,0.07338,2.13436,3.18622,2.27435,0.001109,0.001109,0.001109
47,567.633,1.88516,2.46628,2.008,0.23421,0.27419,0.23139,0.0754,1.9764,2.67653,1.97268,0.0010892,0.0010892,0.0010892
48,579.678,1.92448,2.41825,2.02757,0.3157,0.40323,0.27642,0.08347,2.02442,2.42125,1.94694,0.0010694,0.0010694,0.0010694
49,591.709,1.88758,2.24688,1.98036,0.29401,0.36277,0.28789,0.09636,2.03429,2.57998,1.97208,0.0010496,0.0010496,0.0010496
50,603.774,1.91278,2.27328,1.97529,0.36628,0.22581,0.24498,0.08815,1.9799,2.67729,1.96601,0.0010298,0.0010298,0.0010298
51,615.869,1.87363,2.25076,1.95757,0.45159,0.27419,0.2857,0.10005,1.96515,2.48726,1.9106,0.00101,0.00101,0.00101
52,627.919,1.86505,2.36906,1.92775,0.3506,0.27872,0.26748,0.0986,1.94879,2.63445,2.01491,0.0009902,0.0009902,0.0009902
53,640.001,1.83616,2.23316,1.92794,0.27796,0.20968,0.2491,0.08254,1.97073,2.76769,2.02062,0.0009704,0.0009704,0.0009704
54,652.062,1.83723,2.18566,1.91683,0.39628,0.33871,0.31734,0.08454,2.02351,2.53456,2.03548,0.0009506,0.0009506,0.0009506
55,664.118,1.9015,2.22452,1.95249,0.32211,0.31429,0.24241,0.07953,2.02547,2.75025,2.07975,0.0009308,0.0009308,0.0009308
56,676.16,1.80233,2.23539,1.9221,0.35068,0.40323,0.27956,0.08758,1.92967,2.55368,1.91973,0.000911,0.000911,0.000911
57,688.254,1.77083,2.12941,1.89068,0.41628,0.35484,0.29641,0.09305,2.06751,2.30515,2.03783,0.0008912,0.0008912,0.0008912
58,700.317,1.82825,2.10216,1.92441,0.39104,0.33871,0.28937,0.09336,2.00635,2.78348,2.11885,0.0008714,0.0008714,0.0008714
59,712.397,1.75428,2.05079,1.87493,0.30558,0.35484,0.26515,0.10828,1.88328,2.62283,2.03504,0.0008516,0.0008516,0.0008516
60,724.498,1.87017,2.10662,1.96514,0.48376,0.29032,0.32137,0.10035,2.02289,2.65148,2.14599,0.0008318,0.0008318,0.0008318
61,736.542,1.81183,2.01658,1.88543,0.33286,0.37097,0.30226,0.10603,1.99162,2.28742,1.96621,0.000812,0.000812,0.000812
62,748.585,1.74436,2.13186,1.83386,0.46737,0.32557,0.31688,0.08969,1.91158,2.69419,2.07755,0.0007922,0.0007922,0.0007922
63,760.626,1.76831,1.97048,1.87922,0.32768,0.32258,0.22935,0.06999,2.13254,2.60454,2.1277,0.0007724,0.0007724,0.0007724
64,772.709,1.79222,2.14205,1.89102,0.44187,0.27419,0.29369,0.08991,1.93404,2.49311,2.05943,0.0007526,0.0007526,0.0007526
65,784.744,1.69423,2.0352,1.81142,0.36971,0.37097,0.25693,0.06864,2.04779,2.92057,2.14718,0.0007328,0.0007328,0.0007328
66,796.786,1.76699,2.02866,1.85526,0.26871,0.3871,0.25684,0.09011,2.12675,2.37755,2.15936,0.000713,0.000713,0.000713
67,808.834,1.77023,2.00349,1.87514,0.38522,0.46774,0.3253,0.10661,2.11434,2.25184,2.07626,0.0006932,0.0006932,0.0006932
68,820.908,1.73923,1.97139,1.80546,0.36211,0.33871,0.27214,0.09472,1.82863,2.45655,1.98569,0.0006734,0.0006734,0.0006734
69,832.952,1.70066,1.90307,1.80517,0.2441,0.43548,0.21338,0.0699,2.00069,2.73405,2.12244,0.0006536,0.0006536,0.0006536
70,845.083,1.71746,1.9471,1.81579,0.43728,0.27419,0.27506,0.10483,2.12026,2.47854,2.13821,0.0006338,0.0006338,0.0006338
71,857.168,1.72735,1.85916,1.83173,0.44516,0.38824,0.34605,0.12004,2.0572,2.48118,2.1997,0.000614,0.000614,0.000614
72,869.274,1.67041,1.81074,1.77815,0.36677,0.37372,0.31298,0.10741,2.14257,2.31388,2.11772,0.0005942,0.0005942,0.0005942
73,881.356,1.71758,2.04913,1.80815,0.29593,0.44069,0.2459,0.08679,2.07378,2.55824,2.22063,0.0005744,0.0005744,0.0005744
74,893.487,1.69813,1.89125,1.80812,0.53493,0.32258,0.33148,0.11497,2.03773,2.44834,2.1807,0.0005546,0.0005546,0.0005546
75,905.573,1.71431,1.83504,1.80312,0.44227,0.29032,0.29864,0.10606,2.14022,2.55118,2.24985,0.0005348,0.0005348,0.0005348
76,917.697,1.63646,1.84407,1.75166,0.46117,0.37274,0.32534,0.10868,2.11079,2.46823,2.2023,0.000515,0.000515,0.000515
77,929.766,1.67837,1.89448,1.79781,0.29001,0.46121,0.299,0.11949,1.99113,2.14815,2.07015,0.0004952,0.0004952,0.0004952
78,941.851,1.63823,1.81747,1.77561,0.3318,0.3871,0.2587,0.08907,1.99434,2.66428,2.08266,0.0004754,0.0004754,0.0004754
79,953.972,1.62748,1.79638,1.7359,0.3888,0.40323,0.29059,0.10261,1.92801,2.64085,2.04422,0.0004556,0.0004556,0.0004556
80,966.068,1.6275,1.74674,1.76335,0.42337,0.41935,0.37698,0.14783,2.03428,2.37698,2.12895,0.0004358,0.0004358,0.0004358
81,978.195,1.62966,1.79273,1.73461,0.53656,0.33871,0.38581,0.11239,2.08862,2.42214,2.15319,0.000416,0.000416,0.000416
82,990.311,1.58795,1.70512,1.7083,0.37936,0.45161,0.37435,0.11646,2.06301,2.49459,2.13013,0.0003962,0.0003962,0.0003962
83,1002.44,1.56135,1.67589,1.70003,0.39798,0.45855,0.33235,0.11052,2.02477,2.43636,2.12985,0.0003764,0.0003764,0.0003764
84,1014.55,1.56775,1.63394,1.66747,0.38412,0.48387,0.32604,0.11646,2.24151,2.16382,2.32657,0.0003566,0.0003566,0.0003566
85,1026.72,1.5714,1.6159,1.66664,0.46032,0.41935,0.36333,0.12677,2.20652,2.33741,2.35019,0.0003368,0.0003368,0.0003368
86,1038.86,1.60741,1.62954,1.71096,0.45041,0.35484,0.35026,0.11427,2.2052,2.11209,2.35117,0.000317,0.000317,0.000317
87,1050.95,1.5778,1.80003,1.69303,0.51569,0.33871,0.3405,0.11647,2.23445,2.40513,2.37041,0.0002972,0.0002972,0.0002972
88,1062.99,1.53953,1.68618,1.66242,0.42606,0.3353,0.34507,0.12972,2.29339,2.06088,2.46318,0.0002774,0.0002774,0.0002774
89,1075.03,1.57572,1.58917,1.70139,0.31589,0.51613,0.29719,0.11262,2.18822,2.22646,2.27806,0.0002576,0.0002576,0.0002576
90,1087.19,1.5154,1.50713,1.65774,0.3386,0.48387,0.32973,0.1176,2.16836,2.37642,2.26971,0.0002378,0.0002378,0.0002378
91,1099.73,1.62366,1.76038,1.70025,0.3027,0.43548,0.31323,0.11194,2.11697,2.56259,2.17598,0.000218,0.000218,0.000218
92,1111.85,1.56925,1.53095,1.69372,0.30465,0.41694,0.26463,0.09324,2.3019,2.4589,2.42959,0.0001982,0.0001982,0.0001982
93,1123.87,1.48589,1.56956,1.60008,0.3305,0.3871,0.29582,0.108,2.21167,2.63096,2.26873,0.0001784,0.0001784,0.0001784
94,1135.91,1.44594,1.47573,1.58565,0.35772,0.43123,0.3053,0.10441,2.20511,2.44405,2.31944,0.0001586,0.0001586,0.0001586
95,1147.94,1.48851,1.34994,1.62208,0.32568,0.45161,0.31252,0.11427,2.20762,2.45667,2.25273,0.0001388,0.0001388,0.0001388
96,1159.98,1.4579,1.38432,1.63567,0.32618,0.43548,0.30746,0.11107,2.35589,2.2444,2.46479,0.000119,0.000119,0.000119
97,1172.04,1.42977,1.29434,1.59003,0.2958,0.43548,0.28741,0.09795,2.35266,2.2965,2.48083,9.92e-05,9.92e-05,9.92e-05
98,1184.07,1.43272,1.36895,1.59178,0.3228,0.3871,0.30944,0.10634,2.33722,2.48714,2.44256,7.94e-05,7.94e-05,7.94e-05
99,1196.11,1.44734,1.33619,1.62351,0.31802,0.43548,0.30331,0.10804,2.34863,2.48528,2.45596,5.96e-05,5.96e-05,5.96e-05
100,1208.18,1.44701,1.27821,1.63076,0.2827,0.45161,0.30507,0.10501,2.32771,2.41726,2.45214,3.98e-05,3.98e-05,3.98e-05
