epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.4842,2.21099,5.54908,2.30514,0.10143,0.07059,0.03047,0.00847,2.04829,18.229,2.33822,0.00065942,0.00065942,0.00065942
2,26.8887,2.40636,4.83748,2.48846,0.00546,0.11765,0.0039,0.00099,2.20711,29.9805,2.32217,0.00131296,0.00131296,0.00131296
3,40.2122,2.43196,4.66862,2.51809,0.00172,0.78824,0.01055,0.00252,2.24236,12.4661,2.44547,0.0019533,0.0019533,0.0019533
4,53.5183,2.44084,3.87609,2.59863,0.00172,0.78824,0.00919,0.00252,2.07984,12.4127,2.3743,0.0019406,0.0019406,0.0019406
5,66.8197,2.38416,3.73828,2.57206,0.00189,0.8,0.00552,0.00159,2.01678,9.89809,2.10999,0.0019208,0.0019208,0.0019208
6,80.1041,2.37551,3.68555,2.54139,0.00223,0.48235,0.0028,0.00058,2.77166,4.58987,2.89098,0.001901,0.001901,0.001901
7,93.3946,2.36231,3.52232,2.47902,0.00211,0.77647,0.02604,0.00592,1.97412,6.21564,2.00764,0.0018812,0.0018812,0.0018812
8,106.72,2.24697,3.63697,2.39935,0.00261,0.8,0.0214,0.00646,1.92756,5.87123,1.99632,0.0018614,0.0018614,0.0018614
9,120.066,2.29562,3.34172,2.33153,0.00336,0.74118,0.03287,0.00858,1.93249,11.7161,2.03172,0.0018416,0.0018416,0.0018416
10,133.345,2.29684,3.32326,2.38907,0.01216,0.52941,0.03902,0.01138,2.10694,4.16226,2.3061,0.0018218,0.0018218,0.0018218
11,146.694,2.23115,3.59888,2.26224,0.00911,0.75294,0.02137,0.00546,2.05213,5.68622,1.97157,0.001802,0.001802,0.001802
12,159.963,2.25141,3.28553,2.31371,0.0035,0.8,0.03857,0.01012,2.07174,5.42637,2.15324,0.0017822,0.0017822,0.0017822
13,173.236,2.26477,3.18613,2.30944,0.00307,0.84706,0.02486,0.00633,2.14339,6.05995,2.21556,0.0017624,0.0017624,0.0017624
14,186.583,2.26872,3.14085,2.34257,0.00631,0.84706,0.06209,0.01827,2.01496,3.87134,1.98609,0.0017426,0.0017426,0.0017426
15,199.858,2.18368,3.14823,2.29661,0.01017,0.64706,0.07007,0.01791,2.22443,3.39179,2.06938,0.0017228,0.0017228,0.0017228
16,213.143,2.20062,3.13825,2.30896,0.01465,0.75294,0.08489,0.02711,1.93689,4.85869,2.21372,0.001703,0.001703,0.001703
17,226.445,2.19557,3.0715,2.32454,0.01392,0.52941,0.10342,0.03685,2.00354,4.24628,2.06519,0.0016832,0.0016832,0.0016832
18,239.816,2.19387,2.99294,2.23928,0.08084,0.36471,0.08543,0.02914,1.89879,3.38054,1.91077,0.0016634,0.0016634,0.0016634
19,253.141,2.10644,3.06401,2.22329,0.13878,0.21176,0.09221,0.03016,1.85639,4.30044,1.98424,0.0016436,0.0016436,0.0016436
20,266.498,2.12108,2.98491,2.23594,0.05444,0.47059,0.12148,0.03265,1.83211,4.71445,1.9034,0.0016238,0.0016238,0.0016238
21,279.878,2.1805,3.02009,2.28176,0.1712,0.36471,0.15851,0.04677,1.90674,3.10093,1.86196,0.001604,0.001604,0.001604
22,293.181,2.09433,2.92926,2.2503,0.06271,0.51765,0.10488,0.02605,2.04797,3.03503,2.01049,0.0015842,0.0015842,0.0015842
23,306.525,2.07779,2.88837,2.19535,0.10255,0.35294,0.09929,0.02928,1.92414,3.10142,2.02525,0.0015644,0.0015644,0.0015644
24,319.78,2.08115,2.87605,2.18258,0.10237,0.34118,0.11055,0.03295,1.89323,3.02789,2.04458,0.0015446,0.0015446,0.0015446
25,333.026,2.07709,2.84004,2.20868,0.08335,0.41723,0.11428,0.0311,1.9385,4.09817,1.92842,0.0015248,0.0015248,0.0015248
26,346.228,2.14968,2.87469,2.27494,0.11807,0.36471,0.09111,0.03047,1.87356,3.38333,2.03631,0.001505,0.001505,0.001505
27,359.436,2.05393,2.85128,2.22164,0.11552,0.12941,0.08572,0.02249,2.01409,3.22123,2.23379,0.0014852,0.0014852,0.0014852
28,372.616,2.08889,2.91515,2.23224,0.11478,0.35294,0.11028,0.02528,1.91414,3.04018,1.98032,0.0014654,0.0014654,0.0014654
29,385.786,2.09666,2.89343,2.22274,0.08618,0.30588,0.09882,0.02757,1.84305,3.59794,2.00352,0.0014456,0.0014456,0.0014456
30,398.966,2.03791,2.77946,2.16295,0.13377,0.45882,0.15496,0.0395,1.93228,3.07426,1.95411,0.0014258,0.0014258,0.0014258
31,412.156,2.04149,2.85666,2.16993,0.1485,0.29412,0.13995,0.04469,1.98313,3.30541,2.06283,0.001406,0.001406,0.001406
32,425.314,2.08384,2.90639,2.20846,0.12378,0.35294,0.1276,0.03479,1.97018,2.91281,2.08851,0.0013862,0.0013862,0.0013862
33,438.497,2.06457,2.85809,2.17288,0.1444,0.37647,0.12434,0.03673,1.95188,3.09968,1.91091,0.0013664,0.0013664,0.0013664
34,451.655,2.01454,2.65909,2.08108,0.15534,0.28235,0.13834,0.04221,1.89926,2.63158,1.85528,0.0013466,0.0013466,0.0013466
