epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.3166,2.3386,4.81827,2.32848,0.00147,0.80282,0.01457,0.0037,2.09165,16.0291,2.56946,0.00065942,0.00065942,0.00065942
2,26.5162,2.32596,4.30558,2.43625,0.0014,0.76056,0.00443,0.00104,2.38019,9.7823,2.49085,0.00131296,0.00131296,0.00131296
3,39.6829,2.51069,3.97224,2.56877,0.00124,0.61972,0.00865,0.00225,2.394,6.16714,2.31821,0.0019533,0.0019533,0.0019533
4,52.8818,2.42806,3.71776,2.6031,0.0063,0.29577,0.00691,0.00193,2.07725,18.1423,2.43973,0.0019406,0.0019406,0.0019406
5,66.0435,2.42341,3.70657,2.56442,0.00257,0.38028,0.02544,0.01063,2.30227,4.40626,2.15477,0.0019208,0.0019208,0.0019208
6,79.2425,2.54524,3.63505,2.57996,0.00185,0.85915,0.03038,0.00928,2.02824,6.24107,2.00685,0.001901,0.001901,0.001901
7,92.4731,2.39402,3.39854,2.42393,0.0021,0.83099,0.01129,0.00274,2.08392,5.98111,2.03349,0.0018812,0.0018812,0.0018812
8,105.65,2.35841,3.43464,2.46725,0.00257,0.92958,0.02324,0.00644,1.85013,5.24545,1.98738,0.0018614,0.0018614,0.0018614
9,118.884,2.36186,3.30099,2.45705,0.00396,0.91549,0.03116,0.0082,1.85855,4.09238,1.90049,0.0018416,0.0018416,0.0018416
10,132.149,2.301,3.26268,2.33455,0.02111,0.80282,0.04734,0.01289,1.91437,4.50998,1.89185,0.0018218,0.0018218,0.0018218
11,145.474,2.29564,3.35255,2.35232,0.00598,0.92958,0.07808,0.01836,1.84513,3.27468,1.87915,0.001802,0.001802,0.001802
12,158.757,2.25394,3.18934,2.33292,0.013,0.74648,0.06864,0.02007,1.78089,3.08498,1.83135,0.0017822,0.0017822,0.0017822
13,172.099,2.21759,3.08178,2.28497,0.02226,0.71831,0.07385,0.01923,1.83264,4.44952,1.8718,0.0017624,0.0017624,0.0017624
14,185.352,2.23285,3.33678,2.25267,0.0316,0.56261,0.07095,0.02105,1.80223,2.79544,1.77825,0.0017426,0.0017426,0.0017426
15,198.681,2.23997,3.1246,2.26598,0.01759,0.83099,0.0955,0.02703,1.79145,3.33343,1.85203,0.0017228,0.0017228,0.0017228
16,211.946,2.21039,3.17161,2.27951,0.02675,0.8169,0.06239,0.01762,1.72297,4.73243,1.82845,0.001703,0.001703,0.001703
17,225.247,2.17252,3.11871,2.28386,0.02594,0.6338,0.08199,0.02361,1.74092,4.70747,1.90233,0.0016832,0.0016832,0.0016832
18,238.551,2.17457,3.07162,2.31866,0.03564,0.53521,0.14015,0.03336,1.75324,3.39745,1.87931,0.0016634,0.0016634,0.0016634
