epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.2365,2.26172,5.73888,2.31189,0.08341,0.06329,0.03559,0.00862,2.22567,11.6342,2.49535,0.00065873,0.00065873,0.00065873
2,24.4016,2.3004,4.32452,2.45312,0.00161,0.72152,0.00455,0.001,2.67594,8.88071,2.95958,0.00131228,0.00131228,0.00131228
3,36.5256,2.36092,4.30962,2.44767,0.00175,0.74684,0.00596,0.00137,2.67171,7.28483,2.90993,0.00195262,0.00195262,0.00195262
4,48.6495,2.42682,3.67434,2.48079,0.01142,0.11392,0.00472,0.00116,2.83926,9.55661,3.04362,0.0019406,0.0019406,0.0019406
5,60.8035,2.43315,3.47346,2.43606,0.03405,0.21519,0.02008,0.00473,2.48776,6.54148,2.46795,0.0019208,0.0019208,0.0019208
6,72.9102,2.43785,3.25867,2.41869,0.02022,0.49367,0.02027,0.00527,2.31725,4.74794,2.40437,0.001901,0.001901,0.001901
7,85.0152,2.29727,3.10162,2.31321,0.05088,0.41772,0.04664,0.01081,2.2998,4.17738,2.41587,0.0018812,0.0018812,0.0018812
8,97.1821,2.34051,3.02145,2.30604,0.05634,0.13924,0.05206,0.01365,2.51527,4.16259,2.42971,0.0018614,0.0018614,0.0018614
9,109.336,2.34147,3.15832,2.27042,0.01769,0.60759,0.03379,0.00815,2.42641,4.40256,2.25234,0.0018416,0.0018416,0.0018416
10,121.434,2.24558,3.06978,2.26819,0.03922,0.34177,0.06154,0.01381,2.33084,3.49127,2.29925,0.0018218,0.0018218,0.0018218
11,133.567,2.3161,3.19503,2.34341,0.01519,0.46835,0.02948,0.00699,2.163,4.01004,2.24008,0.001802,0.001802,0.001802
12,145.689,2.24283,2.98101,2.29007,0.02871,0.4557,0.03575,0.00931,2.17009,3.87342,2.30153,0.0017822,0.0017822,0.0017822
13,157.842,2.2003,2.97806,2.29324,0.04616,0.24051,0.03724,0.00778,2.18896,3.67602,2.21871,0.0017624,0.0017624,0.0017624
14,169.951,2.1683,3.05152,2.2057,0.05615,0.22785,0.03083,0.00822,2.28987,3.7696,2.19357,0.0017426,0.0017426,0.0017426
15,182.074,2.24178,2.90194,2.22703,0.04257,0.3038,0.03411,0.00978,2.20961,3.44818,2.19875,0.0017228,0.0017228,0.0017228
16,194.193,2.18178,2.91012,2.21816,0.0511,0.06329,0.04829,0.01549,2.25718,3.32394,2.28765,0.001703,0.001703,0.001703
17,206.312,2.18484,2.86624,2.18762,0.06293,0.24051,0.0462,0.01205,2.34107,3.46074,2.32651,0.0016832,0.0016832,0.0016832
18,218.425,2.18568,2.91977,2.22117,0.08824,0.20253,0.07941,0.0163,2.22782,3.28536,2.16082,0.0016634,0.0016634,0.0016634
19,230.54,2.15425,2.74045,2.19004,0.06546,0.36709,0.0718,0.02136,2.09489,4.5462,2.09658,0.0016436,0.0016436,0.0016436
20,242.683,2.10096,2.63818,2.15653,0.08836,0.2871,0.05966,0.01463,2.27063,4.54418,2.23129,0.0016238,0.0016238,0.0016238
21,254.796,2.15267,2.68235,2.13793,0.16358,0.203,0.11368,0.04025,2.14112,3.01749,2.08257,0.001604,0.001604,0.001604
22,266.905,2.18058,2.72283,2.16444,0.13269,0.10127,0.06148,0.01621,2.38331,3.02039,2.29919,0.0015842,0.0015842,0.0015842
23,278.978,2.07379,2.78977,2.10759,0.09971,0.11392,0.04675,0.01201,2.42921,3.35867,2.38776,0.0015644,0.0015644,0.0015644
24,291.143,2.08574,2.70167,2.08976,0.14495,0.21519,0.11421,0.03484,2.27406,2.97634,2.16577,0.0015446,0.0015446,0.0015446
25,303.255,2.06521,2.59424,2.0844,0.10525,0.18987,0.09389,0.03241,2.17642,3.27712,2.12462,0.0015248,0.0015248,0.0015248
26,315.36,1.99617,2.52163,2.0747,0.17662,0.25316,0.11137,0.03163,2.22576,3.24529,2.23041,0.001505,0.001505,0.001505
27,327.516,2.04402,2.62948,2.09845,0.11926,0.17722,0.08701,0.03122,2.1757,2.99851,2.1852,0.0014852,0.0014852,0.0014852
28,339.715,2.10956,2.57003,2.13406,0.10395,0.3038,0.07427,0.02018,2.15975,4.17057,2.14355,0.0014654,0.0014654,0.0014654
29,351.898,2.02081,2.5618,2.05518,0.19913,0.25316,0.11651,0.03333,2.11839,2.70265,1.99615,0.0014456,0.0014456,0.0014456
30,364.021,2.02217,2.4715,2.08913,0.18531,0.22785,0.10231,0.03228,2.08067,2.9834,2.11335,0.0014258,0.0014258,0.0014258
31,376.139,1.96711,2.48752,2.07899,0.15717,0.22785,0.06912,0.02078,2.1593,3.05148,2.16169,0.001406,0.001406,0.001406
32,388.284,1.92903,2.41001,2.0127,0.17848,0.27848,0.11762,0.0341,2.02902,2.79915,2.08534,0.0013862,0.0013862,0.0013862
33,400.423,1.95513,2.45834,2.03019,0.17287,0.24051,0.10859,0.02822,2.03775,3.05878,2.06481,0.0013664,0.0013664,0.0013664
34,412.507,1.94225,2.39756,2.04424,0.14242,0.31646,0.12112,0.03649,2.03334,2.85384,2.0825,0.0013466,0.0013466,0.0013466
35,424.608,1.94767,2.42205,2.07346,0.16361,0.22785,0.10591,0.03062,2.00245,2.71637,2.08744,0.0013268,0.0013268,0.0013268
36,436.748,1.92627,2.34338,1.98564,0.15203,0.25316,0.09755,0.03836,2.16774,2.96787,2.09923,0.001307,0.001307,0.001307
37,448.793,1.93342,2.46496,1.96679,0.24865,0.12658,0.12641,0.04198,2.20411,3.20114,2.16512,0.0012872,0.0012872,0.0012872
38,460.928,1.92679,2.34581,1.98357,0.22933,0.25316,0.14331,0.04119,2.13073,2.94023,2.12094,0.0012674,0.0012674,0.0012674
39,473.017,1.88134,2.28944,1.92518,0.26251,0.27848,0.14699,0.04932,2.21379,2.82468,2.22007,0.0012476,0.0012476,0.0012476
40,485.127,1.90302,2.50005,1.94056,0.2414,0.24051,0.14016,0.04049,2.03734,2.65254,2.00497,0.0012278,0.0012278,0.0012278
41,497.281,1.90102,2.41959,1.95157,0.18988,0.16456,0.13387,0.05125,2.07178,2.87402,2.10415,0.001208,0.001208,0.001208
42,509.407,1.92647,2.28046,1.96259,0.20054,0.30167,0.14292,0.04508,2.04378,2.85654,2.05591,0.0011882,0.0011882,0.0011882
43,521.564,1.87099,2.28032,1.92655,0.21675,0.23822,0.1172,0.03536,2.03098,3.16034,2.04509,0.0011684,0.0011684,0.0011684
44,533.709,1.86911,2.24331,1.93661,0.23807,0.31249,0.1826,0.05852,2.0408,2.82754,2.03839,0.0011486,0.0011486,0.0011486
45,545.851,1.89054,2.21316,1.92432,0.23725,0.23234,0.15565,0.05446,2.06139,2.75315,2.06148,0.0011288,0.0011288,0.0011288
